Unique Key,Created Date,Agency Name,Complaint Type,Descriptor,Location Type,Landmark,Borough,Incident Zip,Latitude,Longitude,Location
38215016,1/15/2018 14:18,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38314991,1/26/2018 10:19,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,PENNSYLVANIA STATION,MANHATTAN,10121,40.75006595,-73.99210676,"(40.75006595421169, -73.9921067617765)"
38321073,1/27/2018 12:45,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38398695,2/6/2018 13:01,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
38413247,2/7/2018 9:52,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,BELLEVUE HOSPITAL,MANHATTAN,10016,40.73950195,-73.97610752,"(40.7395019493679, -73.97610752413196)"
38431183,2/10/2018 9:39,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,CITY HALL,MANHATTAN,10007,40.71274564,-74.0060095,"(40.71274563665573, -74.00600949796177)"
38507323,2/20/2018 3:11,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,BATTERY PARK,MANHATTAN,10004,40.70288007,-74.01552284,"(40.70288006660316, -74.01552284013026)"
38508194,2/20/2018 19:28,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,JACKIE ROBINSON PARK,MANHATTAN,10031,40.8265853,-73.9411319,"(40.82658529966099, -73.94113190263612)"
38516178,2/21/2018 17:12,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38546483,2/25/2018 15:06,Department of Parks and Recreation,DPR Internal,Property,Park,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
38572548,2/28/2018 22:55,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
38582923,3/2/2018 8:30,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
38625880,3/6/2018 9:15,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,CARL SCHURZ PARK,MANHATTAN,10028,40.77501591,-73.94371568,"(40.77501591276052, -73.94371568311053)"
38654144,3/9/2018 14:27,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38654837,3/9/2018 17:52,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
38659147,3/10/2018 11:24,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,EAST RIVER PARK,MANHATTAN,10002,40.71381104,-73.97617445,"(40.713811040292896, -73.97617444840935)"
38705422,3/16/2018 14:19,Department of Parks and Recreation,DPR Internal,Property,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38706527,3/16/2018 10:30,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38715025,3/17/2018 15:24,Department of Parks and Recreation,DPR Internal,Property,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38728061,3/19/2018 9:32,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,FORT TRYON PARK,MANHATTAN,10040,40.86138133,-73.93354533,"(40.86138132660212, -73.93354532527394)"
38742384,3/20/2018 13:52,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,HUDSON RIVER PARK,MANHATTAN,10011,40.74980512,-74.00897956,"(40.74980512361341, -74.00897956095878)"
38765215,3/23/2018 9:28,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,INWOOD HILL PARK,MANHATTAN,10034,40.87244554,-73.92513113,"(40.8724455362315, -73.92513113415541)"
38781132,3/25/2018 15:25,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38785947,3/26/2018 13:47,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,WASHINGTON SQUARE PARK,MANHATTAN,10011,40.73088313,-73.99759338,"(40.730883132114464, -73.9975933816647)"
38800659,3/27/2018 12:31,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Street/Curbside,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38835963,4/1/2018 12:55,Department of Parks and Recreation,New Tree Request,For One Address,Street,CITY HALL,MANHATTAN,10007,40.71274564,-74.0060095,"(40.71274563665573, -74.00600949796177)"
38873008,4/6/2018 10:29,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,WASHINGTON MARKET PARK,MANHATTAN,10007,40.71705176,-74.01143538,"(40.71705175557331, -74.01143537776485)"
38888170,4/8/2018 14:39,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38890672,4/8/2018 13:21,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38901199,4/10/2018 11:30,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38917859,4/11/2018 11:37,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,RIVERSIDE PARK,MANHATTAN,10025,40.80024518,-73.97335875,"(40.800245180318555, -73.97335875005403)"
38927566,4/13/2018 17:31,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38936143,4/14/2018 13:26,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
38942302,4/14/2018 15:34,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,COLONEL CHARLES YOUNG PLAYGROUND,MANHATTAN,10037,40.81919903,-73.9355601,"(40.81919903067389, -73.93556009937095)"
38961280,4/17/2018 12:55,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,UNION SQUARE PARK,MANHATTAN,10003,40.73595507,-73.99047744,"(40.73595506911933, -73.99047743742598)"
39005324,4/22/2018 14:38,New York City Police Department,Drinking,In Public,Park/Playground,CENTRAL PARK,MANHATTAN,10000,40.78229521,-73.96519444,"(40.782295208794295, -73.96519444362545)"
